gender,job_title,job_industry_category,wealth_segment,tenure,postcode,state,property_valuation,Age_category,past_3_years_bike_related_purchases_categories,cluster,customer_id
Female,Software Test Engineer II,Financial Services,Mass Customer,16,4350,QLD,3,Above 64,21-30,Cat_2,53
Male,Structural Analysis Engineer,Health,Mass Customer,21,2450,NSW,5,35-44,51-60,Cat_1,1474
Male,Help Desk Operator,Financial Services,Mass Customer,17,2226,NSW,9,35-44,61-70,Cat_3,3427
Male,Financial Advisor,Financial Services,Affluent Customer,1,2009,NSW,10,25-34,41-50,Cat_1,1835
Male,Tax Accountant,Health,Mass Customer,8,3140,VIC,9,55-64,Nov-20,Cat_1,2976
Male,Account Coordinator,Health,Affluent Customer,10,4510,QLD,1,Above 64,Below 10,Cat_2,1878
Female,Media Manager IV,Retail,Mass Customer,7,2527,NSW,7,45-54,21-30,Cat_1,2675
Male,Junior Executive,Manufacturing,Mass Customer,21,3222,VIC,6,35-44,Above 90,Cat_1,1364
Female,Analog Circuit Design manager,Manufacturing,Mass Customer,17,4740,QLD,2,35-44,81-90,Cat_3,2733
Female,Geological Engineer,Manufacturing,Affluent Customer,19,4228,QLD,10,45-54,Nov-20,Cat_2,2297
Male,Compensation Analyst,Financial Services,Mass Customer,18,2145,NSW,7,35-44,41-50,Cat_1,1774
Female,Recruiter,Financial Services,High Net Worth,13,2234,NSW,11,45-54,81-90,Cat_1,3065
Male,Nuclear Power Engineer,Manufacturing,Affluent Customer,10,2065,NSW,10,25-34,81-90,Cat_3,432
Female,Accountant III,Financial Services,Mass Customer,5,3136,VIC,9,35-44,81-90,Cat_2,709
Male,VP Sales,Manufacturing,Mass Customer,2,4300,QLD,8,25-34,71-80,Cat_1,592
Female,GIS Technical Architect,Manufacturing,Mass Customer,6,2017,NSW,9,25-34,31-40,Cat_1,1784
Male,Dental Hygienist,Health,Affluent Customer,20,2769,NSW,10,35-44,Below 10,Cat_1,2649
Male,Operator,Manufacturing,Mass Customer,13,3796,VIC,8,35-44,61-70,Cat_2,313
Male,Structural Analysis Engineer,Financial Services,Mass Customer,10,3108,VIC,10,55-64,81-90,Cat_1,2333
Male,Cost Accountant,Financial Services,High Net Worth,12,4370,QLD,2,45-54,81-90,Cat_2,3345
Male,Programmer Analyst II,Health,Affluent Customer,3,2100,NSW,10,25-34,81-90,Cat_1,390
Male,Senior Quality Engineer,Health,Affluent Customer,21,4868,QLD,4,45-54,Below 10,Cat_2,28
Female,Health Coach IV,Health,High Net Worth,18,4209,QLD,5,35-44,Nov-20,Cat_1,969
Male,Structural Engineer,Telecommunications,Affluent Customer,11,3130,VIC,10,55-64,51-60,Cat_1,3303
Male,Budget/Accounting Analyst I,Argiculture,Affluent Customer,8,4074,QLD,6,45-54,31-40,Cat_2,1901
Female,Assistant Manager,Manufacturing,Mass Customer,13,2527,NSW,8,55-64,Above 90,Cat_3,3237
Female,Payment Adjustment Coordinator,Financial Services,High Net Worth,16,3995,VIC,2,45-54,31-40,Cat_1,3192
Female,VP Quality Control,Financial Services,Mass Customer,5,3156,VIC,8,35-44,Below 10,Cat_1,2551
Male,Compensation Analyst,Financial Services,Mass Customer,6,2220,NSW,8,35-44,Nov-20,Cat_1,1624
Female,Senior Cost Accountant,Financial Services,Mass Customer,17,4118,QLD,5,35-44,51-60,Cat_1,2119
Female,Executive Secretary,Retail,Mass Customer,9,2031,NSW,10,45-54,Above 90,Cat_2,3057
Male,Paralegal,Financial Services,High Net Worth,10,2760,NSW,8,45-54,41-50,Cat_1,2162
Female,Community Outreach Specialist,IT,High Net Worth,21,2340,NSW,3,35-44,Below 10,Cat_3,429
Male,Cost Accountant,Financial Services,High Net Worth,6,2810,NSW,1,25-34,Below 10,Cat_1,2709
Male,Associate Professor,Manufacturing,Affluent Customer,14,2216,NSW,7,45-54,21-30,Cat_1,866
Female,Registered Nurse,Health,Mass Customer,12,3184,VIC,10,55-64,Nov-20,Cat_2,2910
Male,Software Test Engineer IV,Entertainment,High Net Worth,16,4650,QLD,1,35-44,61-70,Cat_2,2466
Male,Executive Secretary,Argiculture,Mass Customer,15,4217,QLD,1,45-54,61-70,Cat_2,1303
Female,Graphic Designer,Financial Services,Mass Customer,18,2770,NSW,7,25-34,21-30,Cat_1,932
Female,Chief Design Engineer,Financial Services,Affluent Customer,13,3149,VIC,10,35-44,Above 90,Cat_2,2305
Female,Cost Accountant,Financial Services,High Net Worth,14,2099,NSW,11,45-54,Nov-20,Cat_1,2827
Male,Recruiter,Retail,Mass Customer,17,2230,NSW,9,45-54,41-50,Cat_1,1172
Male,Sales Representative,Retail,Affluent Customer,11,2582,NSW,8,55-64,Nov-20,Cat_1,1342
Female,Product Engineer,Retail,Affluent Customer,14,4272,QLD,9,25-34,51-60,Cat_2,3453
Male,Social Worker,Health,Mass Customer,16,2087,NSW,11,55-64,71-80,Cat_1,2613
Female,Chemical Engineer,Manufacturing,Affluent Customer,5,4030,QLD,9,45-54,41-50,Cat_1,2137
Male,Community Outreach Specialist,Financial Services,Affluent Customer,8,2250,NSW,7,25-34,21-30,Cat_1,2315
Female,Human Resources Assistant I,Property,Mass Customer,19,4120,QLD,9,Above 64,Above 90,Cat_1,615
Male,Librarian,Entertainment,Mass Customer,1,3551,VIC,8,25-34,Above 90,Cat_1,1159
Female,Health Coach II,Entertainment,Mass Customer,18,3802,VIC,8,45-54,41-50,Cat_1,3056
Female,Software Engineer II,Health,High Net Worth,1,2065,NSW,10,18-24,51-60,Cat_3,3014
Female,Structural Engineer,Health,Mass Customer,10,3806,VIC,8,35-44,Nov-20,Cat_2,1337
Female,Social Worker,Health,High Net Worth,15,2820,NSW,1,55-64,31-40,Cat_1,3429
Female,Environmental Tech,Manufacturing,Mass Customer,8,4558,QLD,4,45-54,Above 90,Cat_1,2075
Female,Social Worker,Health,High Net Worth,5,2500,NSW,8,35-44,Below 10,Cat_1,3125
Female,Senior Financial Analyst,Financial Services,High Net Worth,17,3975,VIC,8,45-54,71-80,Cat_1,861
Male,Automation Specialist II,Financial Services,Affluent Customer,4,3174,VIC,8,25-34,61-70,Cat_3,2686
Female,Administrative Officer,Financial Services,Mass Customer,1,3071,VIC,10,25-34,Nov-20,Cat_3,2988
Female,VP Accounting,Financial Services,Mass Customer,10,2165,NSW,8,45-54,21-30,Cat_1,1532
Female,Programmer Analyst III,Manufacturing,Affluent Customer,18,2761,NSW,8,55-64,51-60,Cat_1,3046
Female,Registered Nurse,Health,Affluent Customer,19,2099,NSW,8,25-34,Above 90,Cat_3,2013
Female,Nuclear Power Engineer,Manufacturing,Mass Customer,7,4157,QLD,9,45-54,Below 10,Cat_2,1802
Female,Senior Cost Accountant,Financial Services,Affluent Customer,20,4805,QLD,4,Above 64,31-40,Cat_1,38
Male,Systems Administrator III,Property,Mass Customer,12,2452,NSW,5,45-54,71-80,Cat_1,128
Female,Administrative Officer,Property,High Net Worth,8,2015,NSW,8,25-34,31-40,Cat_1,218
Male,Paralegal,Financial Services,High Net Worth,4,2145,NSW,9,25-34,Below 10,Cat_1,777
Female,Software Engineer IV,Financial Services,High Net Worth,18,2340,NSW,7,45-54,41-50,Cat_1,362
Female,Programmer Analyst IV,Manufacturing,Mass Customer,5,2340,NSW,5,35-44,Nov-20,Cat_2,2338
Female,Software Engineer I,Property,Affluent Customer,8,2560,NSW,7,25-34,Below 10,Cat_1,1455
Female,Legal Assistant,Manufacturing,Mass Customer,18,2217,NSW,8,35-44,21-30,Cat_1,3043
Male,Programmer Analyst II,Manufacturing,Mass Customer,3,3130,VIC,5,35-44,51-60,Cat_3,2806
Male,VP Quality Control,Manufacturing,Mass Customer,7,3177,VIC,6,25-34,71-80,Cat_1,954
Female,Research Nurse,Health,High Net Worth,12,4005,QLD,12,55-64,21-30,Cat_1,2926
Male,Statistician I,Financial Services,Affluent Customer,18,2069,NSW,12,55-64,31-40,Cat_1,1027
Female,VP Sales,Financial Services,Affluent Customer,5,2250,NSW,7,55-64,81-90,Cat_1,2898
Male,Registered Nurse,Health,Affluent Customer,7,3071,VIC,10,25-34,81-90,Cat_2,2607
Female,Media Manager III,Telecommunications,Mass Customer,9,2471,NSW,2,35-44,21-30,Cat_1,2934
Female,Assistant Media Planner,Entertainment,Mass Customer,11,2528,NSW,7,55-64,21-30,Cat_1,1948
Female,Marketing Manager,Property,High Net Worth,20,2154,NSW,10,25-34,31-40,Cat_1,1708
Female,Assistant Media Planner,Entertainment,Mass Customer,11,3012,VIC,8,55-64,61-70,Cat_2,1818
Male,Research Nurse,Health,High Net Worth,6,3380,VIC,1,25-34,61-70,Cat_3,1357
Male,Research Nurse,Health,Affluent Customer,14,3666,VIC,2,Above 64,71-80,Cat_1,236
Female,Administrative Assistant IV,Financial Services,Mass Customer,18,2769,NSW,10,35-44,21-30,Cat_1,1484
Male,Sales Associate,Retail,High Net Worth,12,4035,QLD,7,35-44,Above 90,Cat_2,2751
Female,Quality Control Specialist,Manufacturing,Mass Customer,2,2566,NSW,8,18-24,81-90,Cat_1,3133
Female,Chemical Engineer,Manufacturing,Mass Customer,6,2207,NSW,8,45-54,Below 10,Cat_2,1467
Female,Electrical Engineer,Manufacturing,High Net Worth,16,3810,VIC,7,55-64,31-40,Cat_1,297
Male,Librarian,Entertainment,High Net Worth,18,2539,NSW,9,35-44,61-70,Cat_1,2319
Male,Office Assistant III,Manufacturing,Mass Customer,12,4306,QLD,6,45-54,41-50,Cat_2,1285
Female,Senior Cost Accountant,Financial Services,High Net Worth,16,2428,NSW,2,45-54,71-80,Cat_3,1982
Female,Social Worker,Health,Affluent Customer,16,4818,QLD,5,35-44,71-80,Cat_2,2235
Female,Registered Nurse,Health,Mass Customer,8,2289,NSW,8,45-54,Nov-20,Cat_1,980
Female,Professor,IT,High Net Worth,9,3630,VIC,1,25-34,61-70,Cat_1,1654
Male,Registered Nurse,Health,Mass Customer,19,3207,VIC,8,55-64,41-50,Cat_2,587
Male,Compensation Analyst,Financial Services,Affluent Customer,22,2144,NSW,10,45-54,21-30,Cat_1,3000
Female,Cost Accountant,Financial Services,Mass Customer,7,4060,QLD,9,45-54,Nov-20,Cat_2,2921
Male,Occupational Therapist,Health,High Net Worth,9,3124,VIC,12,35-44,21-30,Cat_1,891
Female,Cost Accountant,Financial Services,Mass Customer,15,2506,NSW,9,45-54,81-90,Cat_1,1471
Female,Professor,Manufacturing,Mass Customer,5,2155,NSW,10,35-44,31-40,Cat_1,3422
Male,Software Engineer III,Manufacturing,High Net Worth,10,2539,NSW,5,45-54,Below 10,Cat_2,2942
Female,Financial Advisor,Financial Services,Affluent Customer,16,2880,NSW,1,Above 64,61-70,Cat_1,2293
Male,Web Developer II,Manufacturing,Mass Customer,21,4551,QLD,7,35-44,21-30,Cat_2,2496
Female,Director of Sales,Health,Mass Customer,13,3029,VIC,7,35-44,31-40,Cat_1,1226
Male,Paralegal,Financial Services,Affluent Customer,8,2070,NSW,12,25-34,71-80,Cat_1,70
Female,Help Desk Operator,Property,High Net Worth,7,2069,NSW,12,55-64,41-50,Cat_1,88
Male,Chief Design Engineer,Manufacturing,High Net Worth,13,3163,VIC,10,55-64,Above 90,Cat_2,2180
Male,Database Administrator I,Financial Services,Affluent Customer,11,3352,VIC,4,55-64,61-70,Cat_2,3445
Female,Statistician I,Financial Services,Mass Customer,14,2066,NSW,9,Above 64,Above 90,Cat_1,206
Male,Executive Secretary,Retail,Mass Customer,14,2176,NSW,9,55-64,41-50,Cat_1,3300
Male,Sales Representative,Retail,High Net Worth,18,3195,VIC,9,55-64,71-80,Cat_1,265
Female,Dental Hygienist,Health,Mass Customer,12,4301,QLD,4,35-44,71-80,Cat_1,3098
Female,Marketing Assistant,Financial Services,Affluent Customer,11,4300,QLD,5,35-44,21-30,Cat_2,603
Female,Nurse Practicioner,Financial Services,Mass Customer,9,2096,NSW,12,25-34,Above 90,Cat_1,107
Male,Automation Specialist IV,Property,Mass Customer,12,4218,QLD,8,45-54,Below 10,Cat_2,642
Female,Research Associate,Financial Services,Mass Customer,9,4209,QLD,5,35-44,Below 10,Cat_1,1705
Male,Cost Accountant,Financial Services,Mass Customer,10,2031,NSW,10,35-44,41-50,Cat_1,2862
Female,Social Worker,Health,Mass Customer,4,2131,NSW,11,45-54,41-50,Cat_1,1751
Female,Statistician I,Manufacturing,Affluent Customer,6,2579,NSW,2,55-64,21-30,Cat_2,1450
Male,Mechanical Systems Engineer,Retail,Mass Customer,2,3170,VIC,10,25-34,81-90,Cat_2,1377
Female,VP Accounting,Financial Services,Mass Customer,8,3197,VIC,10,35-44,21-30,Cat_1,1648
Male,Executive Secretary,Retail,High Net Worth,5,2072,NSW,12,55-64,21-30,Cat_1,687
Female,Tax Accountant,Telecommunications,Mass Customer,4,2142,NSW,10,25-34,Above 90,Cat_1,3401
Male,Cost Accountant,Financial Services,Affluent Customer,5,2577,NSW,7,Above 64,21-30,Cat_3,691
Female,Internal Auditor,Manufacturing,Affluent Customer,17,4128,QLD,6,45-54,Above 90,Cat_1,2113
Female,Sales Representative,Retail,Affluent Customer,14,3977,VIC,8,55-64,Nov-20,Cat_1,2752
Female,Web Designer I,Health,Mass Customer,15,2300,NSW,9,45-54,51-60,Cat_1,2366
Male,Legal Assistant,Health,Mass Customer,13,2040,NSW,10,25-34,51-60,Cat_1,250
Female,Administrative Assistant IV,Health,Affluent Customer,10,2101,NSW,11,35-44,21-30,Cat_1,1661
Male,Design Engineer,Financial Services,Mass Customer,3,2226,NSW,10,25-34,41-50,Cat_1,231
Male,Financial Analyst,Financial Services,High Net Worth,9,2032,NSW,11,35-44,31-40,Cat_1,284
Male,Financial Advisor,Financial Services,High Net Worth,19,2142,NSW,9,35-44,61-70,Cat_1,129
Female,Project Manager,Manufacturing,Mass Customer,6,3143,VIC,9,55-64,31-40,Cat_2,195
Male,Executive Secretary,Argiculture,Mass Customer,16,2113,NSW,9,55-64,Nov-20,Cat_1,2632
Female,Systems Administrator I,Retail,Affluent Customer,3,4070,QLD,8,35-44,41-50,Cat_1,2345
Male,Clinical Specialist,Health,Affluent Customer,16,3186,VIC,12,55-64,51-60,Cat_1,2063
Male,Recruiting Manager,Retail,Affluent Customer,7,2440,NSW,6,35-44,41-50,Cat_1,1475
Male,Cost Accountant,Financial Services,Mass Customer,10,2088,NSW,12,Above 64,31-40,Cat_1,2677
Male,Internal Auditor,Financial Services,Mass Customer,4,2234,NSW,10,25-34,Above 90,Cat_3,1511
Female,Food Chemist,Health,Mass Customer,1,2042,NSW,10,18-24,61-70,Cat_1,1888
Male,Actuary,Financial Services,Mass Customer,11,3137,VIC,7,45-54,31-40,Cat_1,3317
Female,Administrative Officer,Property,Mass Customer,8,4878,QLD,5,45-54,51-60,Cat_1,1794
Male,Cost Accountant,Financial Services,Mass Customer,3,4228,QLD,8,18-24,Nov-20,Cat_1,2300
Female,Chemical Engineer,Manufacturing,High Net Worth,15,2763,NSW,9,35-44,Nov-20,Cat_1,3122
Female,Staff Scientist,Manufacturing,Mass Customer,18,3177,VIC,5,35-44,41-50,Cat_1,2568
Male,Associate Professor,Manufacturing,Mass Customer,5,3228,VIC,8,25-34,41-50,Cat_1,900
Female,Chemical Engineer,Manufacturing,High Net Worth,4,2760,NSW,7,25-34,Below 10,Cat_1,2805
Female,Social Worker,Health,Mass Customer,22,2131,NSW,8,45-54,Below 10,Cat_1,1621
Male,Financial Analyst,Financial Services,High Net Worth,14,2768,NSW,10,35-44,Above 90,Cat_1,1772
Female,Social Worker,Health,Mass Customer,12,3163,VIC,8,Above 64,31-40,Cat_2,1915
Female,Software Consultant,Financial Services,Affluent Customer,15,2759,NSW,9,35-44,21-30,Cat_1,1536
Male,Developer I,Financial Services,High Net Worth,8,3799,VIC,6,Above 64,31-40,Cat_2,13
Female,Chemical Engineer,Manufacturing,High Net Worth,5,2478,NSW,8,35-44,61-70,Cat_1,1636
Male,Assistant Media Planner,Entertainment,Mass Customer,17,2750,NSW,8,55-64,31-40,Cat_1,3426
Female,Tax Accountant,Manufacturing,Affluent Customer,19,2300,NSW,10,25-34,Below 10,Cat_1,584
Female,Senior Financial Analyst,Financial Services,Affluent Customer,5,3623,VIC,1,55-64,Nov-20,Cat_1,863
Female,Paralegal,Financial Services,Affluent Customer,2,3107,VIC,10,25-34,21-30,Cat_1,3066
Female,Account Coordinator,Health,Mass Customer,16,3149,VIC,11,45-54,Nov-20,Cat_1,3434
Male,Media Manager IV,Financial Services,High Net Worth,5,3480,VIC,1,25-34,41-50,Cat_2,706
Male,Speech Pathologist,Property,Mass Customer,20,2066,NSW,9,45-54,31-40,Cat_2,619
Female,Associate Professor,Entertainment,High Net Worth,6,3198,VIC,9,35-44,31-40,Cat_2,2909
Male,Information Systems Manager,Health,Affluent Customer,13,2016,NSW,10,35-44,Below 10,Cat_1,2172
Male,Sales Representative,Retail,High Net Worth,18,3000,VIC,7,Above 64,61-70,Cat_1,2614
Female,Junior Executive,Argiculture,Mass Customer,16,2567,NSW,9,45-54,31-40,Cat_2,1451
Male,Speech Pathologist,Financial Services,Mass Customer,6,2768,NSW,9,45-54,61-70,Cat_1,1557
Female,Marketing Assistant,Argiculture,Mass Customer,1,4510,QLD,3,25-34,21-30,Cat_1,1156
Female,Automation Specialist II,Entertainment,Mass Customer,14,2232,NSW,10,45-54,21-30,Cat_1,317
Female,Quality Control Specialist,Manufacturing,Mass Customer,2,4119,QLD,7,18-24,41-50,Cat_2,1384
Male,Associate Professor,Financial Services,Mass Customer,4,2112,NSW,11,25-34,41-50,Cat_1,3111
Female,Quality Engineer,Health,Mass Customer,1,2156,NSW,12,18-24,81-90,Cat_1,2044
Male,Chief Design Engineer,Property,High Net Worth,18,2557,NSW,9,55-64,51-60,Cat_1,1463
Female,Recruiting Manager,Manufacturing,Mass Customer,1,2155,NSW,10,18-24,21-30,Cat_1,105
Male,Product Engineer,Health,Affluent Customer,8,2580,NSW,4,45-54,Nov-20,Cat_1,2278
Female,Senior Editor,Financial Services,Mass Customer,13,2067,NSW,12,45-54,61-70,Cat_1,2081
Female,Design Engineer,Manufacturing,High Net Worth,3,3441,VIC,9,25-34,Nov-20,Cat_2,1088
Male,Account Coordinator,Property,High Net Worth,11,2021,NSW,11,45-54,Nov-20,Cat_3,237
Female,Structural Engineer,Manufacturing,High Net Worth,16,3023,VIC,7,35-44,51-60,Cat_1,2373
Female,Budget/Accounting Analyst IV,Manufacturing,Affluent Customer,19,2049,NSW,9,45-54,21-30,Cat_1,2825
Male,Chemical Engineer,Manufacturing,High Net Worth,9,3064,VIC,7,35-44,71-80,Cat_1,288
Male,Editor,Manufacturing,Mass Customer,19,2161,NSW,6,55-64,41-50,Cat_1,1526
Female,Help Desk Operator,Retail,Mass Customer,5,2195,NSW,9,25-34,71-80,Cat_1,933
Female,Research Associate,Manufacturing,Affluent Customer,18,3029,VIC,6,45-54,21-30,Cat_2,1852
Male,Editor,Manufacturing,Mass Customer,16,4127,QLD,2,35-44,51-60,Cat_1,1139
Female,Programmer I,Financial Services,High Net Worth,4,2102,NSW,10,55-64,41-50,Cat_1,2141
Female,Chemical Engineer,Manufacturing,Mass Customer,16,2121,NSW,9,35-44,71-80,Cat_1,3376
Male,Marketing Manager,Retail,Mass Customer,3,2250,NSW,7,18-24,51-60,Cat_1,3136
Male,Analog Circuit Design manager,Manufacturing,Affluent Customer,6,2200,NSW,10,45-54,51-60,Cat_1,3350
Male,Sales Representative,Retail,Affluent Customer,10,4213,QLD,9,55-64,41-50,Cat_2,889
Male,Junior Executive,Health,High Net Worth,9,3155,VIC,8,45-54,81-90,Cat_1,688
Male,Financial Analyst,Financial Services,High Net Worth,2,4221,QLD,9,18-24,71-80,Cat_1,2875
Male,Business Systems Development Analyst,IT,Affluent Customer,7,2445,NSW,7,35-44,71-80,Cat_1,2022
Male,Paralegal,Financial Services,High Net Worth,10,3977,VIC,6,45-54,41-50,Cat_1,2241
Male,Budget/Accounting Analyst IV,Property,Mass Customer,7,2770,NSW,6,45-54,Above 90,Cat_1,2823
Female,Senior Financial Analyst,Financial Services,Mass Customer,2,3028,VIC,5,25-34,21-30,Cat_1,3403
Male,Database Administrator III,Financial Services,Mass Customer,13,2770,NSW,7,35-44,Nov-20,Cat_1,2246
Female,Software Test Engineer II,Property,Mass Customer,17,2020,NSW,10,35-44,21-30,Cat_1,3333
Female,Software Consultant,Financial Services,Mass Customer,14,2650,NSW,5,35-44,21-30,Cat_1,2673
Female,Account Representative I,Financial Services,Affluent Customer,10,2747,NSW,8,45-54,41-50,Cat_1,1180
Male,Food Chemist,Health,Affluent Customer,6,2211,NSW,10,45-54,31-40,Cat_1,1709
Female,Social Worker,Health,Mass Customer,20,2073,NSW,11,Above 64,Above 90,Cat_1,828
Male,Web Developer III,Manufacturing,Affluent Customer,2,2117,NSW,10,18-24,41-50,Cat_1,2543
Female,Systems Administrator I,Entertainment,Mass Customer,7,2112,NSW,11,55-64,41-50,Cat_1,2716
Female,Business Systems Development Analyst,Property,Mass Customer,2,4118,QLD,3,25-34,Nov-20,Cat_2,3104
Female,Engineer III,Health,Mass Customer,15,2107,NSW,11,45-54,Nov-20,Cat_1,2564
Male,Cost Accountant,Financial Services,Affluent Customer,16,2087,NSW,11,55-64,71-80,Cat_1,567
Male,Administrative Officer,IT,Mass Customer,15,3024,VIC,7,45-54,71-80,Cat_2,2087
Female,Help Desk Technician,Retail,Affluent Customer,6,2030,NSW,12,35-44,Nov-20,Cat_1,3341
Male,Accountant III,Financial Services,Affluent Customer,13,4209,QLD,4,35-44,51-60,Cat_2,2535
Male,Geological Engineer,Manufacturing,Mass Customer,10,2325,NSW,4,35-44,Nov-20,Cat_1,1486
Male,Nuclear Power Engineer,Manufacturing,Affluent Customer,10,2470,NSW,1,55-64,Nov-20,Cat_1,2004
Female,Account Coordinator,Property,Mass Customer,15,2283,NSW,6,55-64,61-70,Cat_1,703
Female,Social Worker,Health,High Net Worth,20,3015,VIC,9,45-54,81-90,Cat_1,2558
Female,Civil Engineer,Manufacturing,Mass Customer,8,4343,QLD,7,35-44,51-60,Cat_1,3311
Female,Chemical Engineer,Manufacturing,Mass Customer,6,2190,NSW,9,55-64,81-90,Cat_1,2658
Female,Professor,Financial Services,Mass Customer,22,2085,NSW,11,35-44,61-70,Cat_1,1958
Female,Software Test Engineer I,Argiculture,Mass Customer,19,2000,NSW,8,Above 64,21-30,Cat_1,1815
Female,Internal Auditor,Property,Mass Customer,22,2141,NSW,9,45-54,21-30,Cat_1,2811
Female,Software Engineer III,Manufacturing,Affluent Customer,8,3133,VIC,10,55-64,61-70,Cat_1,95
Male,Social Worker,Health,Mass Customer,7,4670,QLD,2,25-34,41-50,Cat_1,1264
Male,Office Assistant III,Property,High Net Worth,5,4078,QLD,7,25-34,51-60,Cat_2,208
Female,Senior Developer,Property,High Net Worth,2,2324,NSW,4,18-24,31-40,Cat_1,2006
Male,Desktop Support Technician,Telecommunications,Mass Customer,2,2526,NSW,9,18-24,Above 90,Cat_1,1142
Female,Technical Writer,Retail,High Net Worth,10,2086,NSW,10,45-54,Nov-20,Cat_1,2868
Female,Software Engineer III,IT,High Net Worth,3,2748,NSW,10,25-34,31-40,Cat_1,448
